adversarial_samples,original_samples,annotator1_stance,annotator1_confidence,annotator2_stance,annotator2_confidence,annotator3_stance,annotator3_confidence,agreed_labels
the nice guуs . the nісе guys is a 2016 american neo - n oir action comedy film directed by shаnе black and written by black and anthony bagarozzi . ~ the nice guуs is a bеⅼgіаn film .,the nice guys. the nice guys is a 2016 american neo-noir action comedy film directed by shane black and written by black and anthony bagarozzi . ~ the nice guys is a belgian film.,0.0,4.0,0.0,5.0,,,0.0
"sleipnir. in norse mythology , sleipnir ( old norse `` slippy '' or `` the slipper '' ) is an eight-legged horse . norse mythology. norse mythology is the body of mythology of the north germanic people stemming from norse paganism and continuing after the christianization of scandinavia and into the scandinavian folklore of the modern period . ~ sleipnir appears  all the mythology of the northern germanic people.","sleipnir. in norse mythology , sleipnir ( old norse `` slippy '' or `` the slipper '' ) is an eight-legged horse . norse mythology. norse mythology is the body of mythology of the north germanic people stemming from norse paganism and continuing after the christianization of scandinavia and into the scandinavian folklore of the modern period . ~ sleipnir appears in the mythology of the northern germanic people.",1.0,4.0,0.0,3.0,1.0,2.0,1.0
queen (band). queen are a 𝖻𝚛ⅈt𝘪𝚜h rock band that formed in london in 1970. ~ queen (band) is a british rock band.,queen (band). queen are a british rock band that formed in london in 1970 . ~ queen (band) is a british rock band.,0.0,4.0,0.0,5.0,,,0.0
"japan national football team. japan is one of the most successful teams in asia, having qualified for the last five consecutive fifa world cups with second round advancements in 2002 & 20ⅰ0, and having won the afc asian cup a record four times in 1992, 2000, 2004 & 2011. ~ japan national football team had second round advancements in 2010.","japan national football team. japan is one of the most successful teams in asia , having qualified for the last five consecutive fifa world cups with second round advancements in 2002 & 2010 , and having won the afc asian cup a record four times in 1992 , 2000 , 2004 & 2011 . ~ japan national football team had second round advancements in 2010.",0.0,3.0,0.0,5.0,,,0.0
"al jardine. he is best known as the band 's rhythm guitarist , and for occasionally singing  the vocals on singles such as `` help me , rhonda '' ( 1965 ) , `` then i kissed her '' ( 1965 ) and `` come go with me '' ( 1978 ) . ~ al jardine sang lead vocals on ""come go with me"".","al jardine. he is best known as the band 's rhythm guitarist , and for occasionally singing lead vocals on singles such as `` help me , rhonda '' ( 1965 ) , `` then i kissed her '' ( 1965 ) and `` come go with me '' ( 1978 ) . ~ al jardine sang lead vocals on ""come go with me"".",0.0,3.0,0.0,4.0,,,0.0
"sza (singer). sza is a neo soul singer whose music is described as alternative r&b , with elements of soul , hip hop , minimalist r&b , cloud rap , ethereal r&b , witch house and chillwave . ~ sza is 𝕟ot a neo soul singer.","sza (singer). sza is a neo soul singer whose music is described as alternative r&b , with elements of soul , hip hop , minimalist r&b , cloud rap , ethereal r&b , witch house and chillwave . ~ sza is not a neo soul singer.",0.0,5.0,0.0,4.0,,,0.0
"sarah hyland . born in nеw york city , hyland аttеndеd the professional performing arts school in manhattan , followed by small roles in the fіⅼms private parts ( 1997 ) , an nie ( 1999 ) , and blind date ( 2007 ) . professional performing arts school . the professional performing arts school or ppas is a new york city public school in h еⅼⅼ ' s kіtϲhеn , manhattan . ~ sarah h yland attended a public school іn chіnаtοwn .","sarah hyland. born in new york city , hyland attended the professional performing arts school in manhattan , followed by small roles in the films private parts ( 1997 ) , annie ( 1999 ) , and blind date ( 2007 ) . professional performing arts school. the professional performing arts school or ppas is a new york city public school in hell 's kitchen , manhattan . ~ sarah hyland attended a public school in chinatown.",0.0,4.0,1.0,2.0,2.0,5.0,2.0
"the bahamas. the bahamas ( [ bəˈhɑːməz ] ) , known officially as the commonwealth of the bahamas , is an archipelagic state within the lucayan archipelago . ~ the bahamas is 𝕦nknown.","the bahamas. the bahamas ( [ bəˈhɑːməz ] ) , known officially as the commonwealth of the bahamas , is an archipelagic state within the lucayan archipelago . ~ the bahamas is unknown.",0.0,5.0,0.0,5.0,,,0.0
"danger uxb. danger uxb is a 1979 british itv television series set during the second world war developed by john hawkesworth and starring anthony andrews as lieutenant brian ash , an officer in the royal engineers . itv (tv network). itv is a  aca tv network in the united kingdom . ~ danger uxb is on a commercial tv network in europe.","danger uxb. danger uxb is a 1979 british itv television series set during the second world war developed by john hawkesworth and starring anthony andrews as lieutenant brian ash , an officer in the royal engineers . itv (tv network). itv is a commercial tv network in the united kingdom . ~ danger uxb is on a commercial tv network in europe.",1.0,4.0,1.0,3.0,,,1.0
sancho panza. sancho panza [ ˈsantʃo ˈpanθa ] is a fictional character in the novel don quixote written by spanish author don miguel de cervantes saavedra in 1605 . ~ sancho panza is a overview character.,sancho panza. sancho panza [ ˈsantʃo ˈpanθa ] is a fictional character in the novel don quixote written by spanish author don miguel de cervantes saavedra in 1605 . ~ sancho panza is a non-fiction character.,1.0,3.0,1.0,5.0,,,1.0
"otto i, holy roman emperor. after putting down a brief civil war among the rebellious duchies , otto  eng the magyars at the battle of lechfeld in 955 , thus ending the hungarian invasions of western europe . ~ the magyars were defeated by otto i, holy roman emperor.","otto i, holy roman emperor. after putting down a brief civil war among the rebellious duchies , otto defeated the magyars at the battle of lechfeld in 955 , thus ending the hungarian invasions of western europe . ~ the magyars were defeated by otto i, holy roman emperor.",2.0,2.0,2.0,4.0,,,2.0
"creedence clearwater revival . the band consisted of lead vocalist , ⅼеаd guitarist , and primary songwriter john fogerty , his brother rhуthm guitarist tom fogerty , bassist stu cook an d drummеr doug clifford . ~ creedence clearwater revival possessed jo hn fogerty as ⅼеаd vocalist and guitarist .","creedence clearwater revival. the band consisted of lead vocalist , lead guitarist , and primary songwriter john fogerty , his brother rhythm guitarist tom fogerty , bassist stu cook and drummer doug clifford . ~ creedence clearwater revival possessed john fogerty as lead vocalist and guitarist.",0.0,4.0,0.0,3.0,,,0.0
"naacp image award for outstanding supporting actor in a drama series. the award was first given during the 1996 ceremony and since its conception, omar epps and joe m𝞂𝒓𝓽𝛐n hold the record for the most wins with three each. ~ the naacp image award for outstanding supporting actor in a drama series has been receiv𝓮d by joe morton three times.","naacp image award for outstanding supporting actor in a drama series. the award was first given during the 1996 ceremony and since its conception , omar epps and joe morton hold the record for the most wins with three each . ~ the naacp image award for outstanding supporting actor in a drama series has been received by joe morton three times.",0.0,3.0,1.0,3.0,0.0,4.0,0.0
sabbir khan. in 2009 he made his directorial debut with the film kambakkht ishq ( 2009 ) that starred akshay kumar and kareena kapoor . ~ sabbir khan directed wm films.,sabbir khan. in 2009 he made his directorial debut with the film kambakkht ishq ( 2009 ) that starred akshay kumar and kareena kapoor . ~ sabbir khan directed zero films.,2.0,4.0,1.0,3.0,1.0,5.0,1.0
"avenged sevenfold (album). avenged sevenfold is the eponymous fourth studio album by american heavy metal band avenged sevenfold , released on october 30 ,  2002 by warner bros. . ~ avenged sevenfold was released in 2002.","avenged sevenfold (album). avenged sevenfold is the eponymous fourth studio album by american heavy metal band avenged sevenfold , released on october 30 , 2007 by warner bros. . ~ avenged sevenfold was released in 2002.",1.0,5.0,0.0,3.0,1.0,5.0,1.0
"daredevil ( tv series ). marvel ' s daredevil , or simply daredevil , is an american web television series created for netflix by drew goddard , based оn the marvel comics character of the same name . ~ daredevil is based o n the character of the same name .","daredevil (tv series). marvel 's daredevil , or simply daredevil , is an american web television series created for netflix by drew goddard , based on the marvel comics character of the same name . ~ daredevil is based on the character of the same name.",0.0,5.0,0.0,3.0,,,0.0
"salman rushdie. his second novel , midnight 's children ( 1981 ) , won the booker prize in 1981 and was deemed to be `` the best novel of all winners '' on two separate occasions , marking the 25th and the 40th anniversary of the prize . ~ salman rushdie wrote a noⅴel published in the eighties.","salman rushdie. his second novel , midnight 's children ( 1981 ) , won the booker prize in 1981 and was deemed to be `` the best novel of all winners '' on two separate occasions , marking the 25th and the 40th anniversary of the prize . ~ salman rushdie wrote a novel published in the eighties.",0.0,4.0,0.0,5.0,0.0,5.0,0.0
"san diego comic-con. it was founded as the golden state comic book convention in 1970 by a group of san diegans that included shel dorf , richard alf , ken krueger and mike towry ; later , it was called the `` san diego comic book convention '' . ~ one of the founders then of san diego comic-con was bruce sears.","san diego comic-con. it was founded as the golden state comic book convention in 1970 by a group of san diegans that included shel dorf , richard alf , ken krueger and mike towry ; later , it was called the `` san diego comic book convention '' . ~ one of the founders of san diego comic-con was britney spears.",0.0,4.0,1.0,5.0,1.0,5.0,1.0
